YYYY-MM-DD	hh:mm:ss	Status	Interval [s]	n1	n2	n3	n4	n5	n6	n7	n8	n9	n10	n11	n12	n13	n14	n15	n16	n17	n18	n19	n20	RI [mm/h]	RA [mm]	RAT [mm]
2022-03-25	18:29:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:30:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:31:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:32:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:33:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:34:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:35:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:36:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:37:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:38:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:39:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:40:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:41:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:42:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:43:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:44:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:45:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:46:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:47:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:48:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:49:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:50:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:51:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:52:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:53:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:54:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:55:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:56:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:57:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:58:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	18:59:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:00:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:01:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:02:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:03:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:04:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:05:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:06:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:07:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:08:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	152,8990
2022-03-25	19:09:00		60	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0013	0,0000	152,8990
