YYYY-MM-DD	hh:mm:ss	Status	Interval [s]	n1	n2	n3	n4	n5	n6	n7	n8	n9	n10	n11	n12	n13	n14	n15	n16	n17	n18	n19	n20	RI [mm/h]	RA [mm]	RAT [mm]
2021-12-20	15:46:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,1921
2021-12-20	15:47:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,1921
2021-12-20	15:48:00		60	26	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0105	0,0002	467,1923
2021-12-20	15:49:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,1923
2021-12-20	15:50:00		60	31	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0133	0,0002	467,1925
2021-12-20	15:51:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,1925
2021-12-20	15:52:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,1925
2021-12-20	15:53:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,1925
2021-12-20	15:54:00		60	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0040	0,0001	467,1926
2021-12-20	15:55:00		60	6	13	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0172	0,0003	467,1929
2021-12-20	15:56:00		60	61	103	77	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1898	0,0032	467,1961
2021-12-20	15:57:00		60	78	162	72	22	4	23	45	1	0	0	0	0	0	0	0	0	0	0	0	0	0,7626	0,0127	467,2088
2021-12-20	15:58:00		60	57	150	129	64	52	68	31	1	0	0	0	0	0	0	0	0	0	0	0	0	1,1149	0,0186	467,2273
2021-12-20	15:59:00		60	71	90	44	19	19	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0,4487	0,0075	467,2348
2021-12-20	16:00:00		60	41	49	17	16	3	23	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0,6774	0,0113	467,2461
2021-12-20	16:01:00		60	14	14	17	55	54	53	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5891	0,0098	467,2559
2021-12-20	16:02:00		60	27	22	28	43	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1400	0,0023	467,2583
2021-12-20	16:03:00		60	39	55	42	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1005	0,0017	467,2599
2021-12-20	16:04:00		60	46	81	44	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,1164	0,0019	467,2619
2021-12-20	16:05:00		60	42	81	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0829	0,0014	467,2633
2021-12-20	16:06:00		60	34	71	38	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0989	0,0016	467,2649
2021-12-20	16:07:00		60	29	73	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0664	0,0011	467,2660
2021-12-20	16:08:00		60	35	47	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0517	0,0009	467,2669
2021-12-20	16:09:00		60	23	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0307	0,0005	467,2674
2021-12-20	16:10:00		60	25	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0166	0,0003	467,2677
2021-12-20	16:11:00		60	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0053	0,0001	467,2678
2021-12-20	16:12:00		60	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0085	0,0001	467,2679
2021-12-20	16:13:00		60	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0064	0,0001	467,2680
2021-12-20	16:14:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:15:00		60	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0026	0,0000	467,2680
2021-12-20	16:16:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:17:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:18:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:19:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:20:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:21:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:22:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:23:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:24:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:25:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:26:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:27:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:28:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:29:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:30:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:31:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:32:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:33:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:34:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:35:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:36:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:37:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:38:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:39:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:40:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:41:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:42:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	467,2680
2021-12-20	16:43:00		60	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0025	0,0000	467,2681
2021-12-20	16:44:00		60	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0019	0,0000	467,2681
