YYYY-MM-DD	hh:mm:ss	Status	Interval [s]	n1	n2	n3	n4	n5	n6	n7	n8	n9	n10	n11	n12	n13	n14	n15	n16	n17	n18	n19	n20	RI [mm/h]	RA [mm]	RAT [mm]
2021-12-10	15:46:00		60	14	48	52	131	147	245	250	24	6	1	1	0	0	0	0	0	0	0	0	0	4,6549	0,0776	434,2300
2021-12-10	15:47:00		60	37	46	44	134	129	214	148	45	38	43	72	35	8	2	2	0	0	0	0	0	13,0107	0,2168	434,4469
2021-12-10	15:48:00		60	8	17	23	58	55	107	183	140	144	170	272	172	58	13	7	1	0	1	0	0	47,3584	0,7893	435,2362
2021-12-10	15:49:00		60	11	24	37	55	45	98	186	168	143	163	276	135	39	23	4	3	0	0	0	0	43,8629	0,7310	435,9672
2021-12-10	15:50:00		60	2	3	10	15	35	95	213	154	166	192	346	255	94	37	17	1	2	0	0	0	67,7410	1,1290	437,0962
2021-12-10	15:51:00		60	22	25	45	69	77	130	195	176	159	171	252	119	21	6	1	0	0	0	0	0	36,7754	0,6129	437,7092
2021-12-10	15:52:00		60	53	102	82	90	74	113	203	103	51	49	63	10	1	0	0	0	0	0	0	0	10,4890	0,1748	437,8840
2021-12-10	15:53:00		60	48	77	64	94	56	77	129	50	6	7	6	1	0	0	0	0	0	0	0	0	3,3581	0,0560	437,9399
2021-12-10	15:54:00		60	52	80	54	54	17	26	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5542	0,0092	437,9492
2021-12-10	15:55:00		60	19	25	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0305	0,0005	437,9497
2021-12-10	15:56:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	15:57:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	15:58:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	15:59:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	16:00:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	16:01:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	16:02:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	16:03:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	16:04:00		60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0000	0,0000	437,9497
2021-12-10	16:05:00		60	17	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0234	0,0004	437,9501
2021-12-10	16:06:00		60	32	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0206	0,0003	437,9504
2021-12-10	16:07:00		60	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0085	0,0001	437,9506
2021-12-10	16:08:00		60	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0012	0,0000	437,9506
2021-12-10	16:09:00		60	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0012	0,0000	437,9506
2021-12-10	16:10:00		60	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0044	0,0001	437,9507
2021-12-10	16:11:00		60	25	38	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0340	0,0006	437,9512
2021-12-10	16:12:00		60	30	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0227	0,0004	437,9516
2021-12-10	16:13:00		60	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0079	0,0001	437,9518
